timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2024-05-02 04:00:00,180.85,185.1,179.91,184.72,54285810.0,,54285810.0,180.95,184.82,,
2024-05-03 04:00:00,186.99,187.87,185.42,186.21,39172004.0,,39172004.0,183.98,185.82,,
2024-05-06 04:00:00,186.28,188.745,184.8,188.7,34725295.0,,34725295.0,185.85,188.46,,
2024-05-07 04:00:00,188.92,189.94,187.305,188.76,34048902.0,,34048902.0,188.24,188.7301,,
2024-05-08 04:00:00,187.44,188.43,186.385,188.0,26136350.0,,26136350.0,188.76,187.95,,
2024-05-09 04:00:00,188.88,191.7,187.44,189.5,43354477.0,,43354477.0,187.25,189.15,,
2024-05-10 04:00:00,189.16,189.892,186.93,187.48,34110271.0,,34110271.0,189.61,187.16,,
2024-05-13 04:00:00,188.0,188.31,185.36,186.57,24898613.0,,24898613.0,187.89,186.69,,
2024-05-14 04:00:00,183.82,187.72,183.45,187.07,38698155.0,,38698155.0,186.74,186.99,,
2024-05-15 04:00:00,185.97,186.7193,182.73,185.99,75447525.0,,75447525.0,186.98,186.18,,
2024-05-16 04:00:00,185.6,187.31,183.46,183.63,38834450.0,,38834450.0,186.4,183.69,,
2024-05-17 04:00:00,183.76,185.3,183.35,184.7,33175655.0,,33175655.0,184.05,185.0,,
2024-05-20 04:00:00,184.34,186.665,183.28,183.54,30511768.0,,30511768.0,183.89,183.38,,
2024-05-21 04:00:00,182.3,183.26,180.75,183.15,50839129.0,,50839129.0,183.84,182.9,,
2024-05-22 04:00:00,183.88,185.22,181.9715,183.13,28126284.0,,28126284.0,183.15,182.97,,
2024-05-23 04:00:00,183.66,184.76,180.08,181.05,33670173.0,,33670173.0,183.35,181.15,,
2024-05-24 04:00:00,181.65,182.435,180.3,180.75,27471640.0,,27471640.0,180.37,181.07,,
2024-05-28 04:00:00,179.93,182.24,179.49,182.15,29625963.0,,29625963.0,181.13,181.9,,
2024-05-29 04:00:00,181.7,184.08,181.55,182.02,32009294.0,,32009294.0,181.87,181.3,,
2024-05-30 04:00:00,181.31,181.34,178.355,179.32,29209979.0,,29209979.0,181.25,178.42,,
2024-05-31 04:00:00,178.3,179.21,173.87,176.44,58873889.0,,58873889.0,178.41,176.27,,
2024-06-03 04:00:00,177.7,178.7,175.92,178.34,30770240.0,,30770240.0,176.96,178.33,,
2024-06-04 04:00:00,177.64,179.82,176.44,179.34,27198388.0,,27198388.0,178.33,179.62,,
2024-06-05 04:00:00,180.1,181.5,178.75,181.28,32116394.0,,32116394.0,179.83,181.45,,
2024-06-06 04:00:00,181.745,185.0,181.49,185.0,31352851.0,,31352851.0,181.39,184.7,,
2024-06-07 04:00:00,184.9,186.2888,183.36,184.3,28021473.0,,28021473.0,184.84,184.2,,
2024-06-10 04:00:00,184.07,187.23,183.79,187.06,34494498.0,,34494498.0,184.29,186.96,,
2024-06-11 04:00:00,187.06,187.77,184.5373,187.23,27265108.0,,27265108.0,186.9,187.22,,
2024-06-12 04:00:00,188.015,188.35,185.43,186.89,33984216.0,,33984216.0,186.57,186.3,,
2024-06-13 04:00:00,186.09,187.67,182.666,183.83,39717789.0,,39717789.0,186.61,183.59,,
2024-06-14 04:00:00,183.08,183.72,182.23,183.66,25437213.0,,25437213.0,183.93,183.4601,,
2024-06-17 04:00:00,182.52,185.0,181.22,184.06,35601907.0,,35601907.0,183.75,184.14,,
2024-06-18 04:00:00,183.735,184.29,181.43,182.81,36643557.0,,36643557.0,183.01,182.85,,
2024-06-20 04:00:00,182.91,186.51,182.72,186.1,44676779.0,,44676779.0,182.94,186.18,,
2024-06-21 04:00:00,187.8,189.275,185.86,189.08,72931754.0,,72931754.0,185.94,188.57,,
2024-06-24 04:00:00,189.33,191.0,185.33,185.57,50599979.0,,50599979.0,188.6,185.9488,,
2024-06-25 04:00:00,186.81,188.84,185.42,186.34,45898475.0,,45898475.0,185.86,186.48,,
2024-06-26 04:00:00,186.92,194.8,186.26,193.61,63803893.0,,63803893.0,188.02,193.0686,,
2024-06-27 04:00:00,195.005,199.84,194.2,197.85,74377491.0,,74377491.0,193.37,198.2099,,
2024-06-28 04:00:00,197.73,198.85,192.5,193.25,76930192.0,,76930192.0,198.65,193.32,,
