timestamp,open,high,low,close,volume
2023-12-04 05:00:00,189.98,190.05,187.4511,189.43,43389519.0
2023-12-05 05:00:00,190.21,194.4,190.18,193.42,66628398.0
2023-12-06 05:00:00,194.45,194.76,192.11,192.32,41055862.0
2023-12-07 05:00:00,193.63,195.0,193.59,194.27,47413955.0
2023-12-08 05:00:00,194.2,195.99,193.67,195.71,53383658.0
2023-12-11 05:00:00,193.11,193.49,191.42,193.18,60943699.0
2023-12-12 05:00:00,193.08,194.72,191.721,194.71,52696900.0
2023-12-13 05:00:00,195.09,198.0,194.85,197.96,70404183.0
2023-12-14 05:00:00,198.02,199.62,196.16,198.11,66831572.0
2023-12-15 05:00:00,197.53,198.3999,197.0,197.57,127387901.0
2023-12-18 05:00:00,196.09,196.63,194.39,195.89,55751861.0
2023-12-19 05:00:00,196.16,196.95,195.89,196.94,40714051.0
2023-12-20 05:00:00,196.9,197.68,194.83,194.83,52242815.0
2023-12-21 05:00:00,196.1,197.08,193.5,194.68,46482549.0
2023-12-22 05:00:00,195.18,195.41,192.97,193.6,37149570.0
2023-12-26 05:00:00,193.61,193.89,192.83,193.05,28919310.0
2023-12-27 05:00:00,192.49,193.5,191.09,193.15,48087681.0
2023-12-28 05:00:00,194.14,194.66,193.17,193.58,34049898.0
2023-12-29 05:00:00,193.9,194.4,191.725,192.53,42672148.0
2024-01-02 05:00:00,187.15,188.44,183.885,185.64,81964874.0
2024-01-03 05:00:00,184.22,185.88,183.43,184.25,58414460.0
2024-01-04 05:00:00,182.15,183.0872,180.88,181.91,71878670.0
2024-01-05 05:00:00,181.99,182.76,180.17,181.18,62371161.0
2024-01-08 05:00:00,182.085,185.6,181.5,185.56,59144470.0
2024-01-09 05:00:00,183.92,185.15,182.73,185.14,42841809.0
2024-01-10 05:00:00,184.35,186.4,183.92,186.19,46192908.0
2024-01-11 05:00:00,186.54,187.05,183.62,185.59,49128408.0
2024-01-12 05:00:00,186.06,186.74,185.19,185.92,40477782.0
2024-01-16 05:00:00,182.16,184.26,180.934,183.63,65076641.0
2024-01-17 05:00:00,181.27,182.93,180.3,182.68,47317433.0
2024-01-18 05:00:00,186.09,189.14,185.83,188.63,77722754.0
2024-01-19 05:00:00,189.33,191.95,188.82,191.56,68887985.0
2024-01-22 05:00:00,192.3,195.33,192.26,193.89,60131852.0
2024-01-23 05:00:00,195.02,195.75,193.8299,195.18,42355590.0
2024-01-24 05:00:00,195.42,196.38,194.34,194.5,53631316.0
2024-01-25 05:00:00,195.22,196.2675,193.1125,194.17,54822126.0
2024-01-26 05:00:00,194.27,194.76,191.94,192.42,44587111.0
2024-01-29 05:00:00,192.01,192.2,189.58,191.73,47145622.0
2024-01-30 05:00:00,190.94,191.8,187.47,188.04,55836970.0
2024-01-31 05:00:00,187.04,187.095,184.35,184.4,55467803.0
