timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2022-12-27 05:00:00,117.495,119.67,108.76,109.1,208643444.0,,208643444.0,123.88,106.69,,
2022-12-28 05:00:00,110.35,116.27,108.24,112.71,220957487.0,,220957487.0,107.84,114.0,,
2022-12-29 05:00:00,120.385,123.57,117.495,121.82,221899313.0,,221899313.0,115.0,122.84,,
2022-12-30 05:00:00,119.95,124.48,119.75,123.18,157777339.0,,157777339.0,122.46,123.5,,
2023-01-03 05:00:00,118.47,118.8,104.64,108.1,231402818.0,,231402818.0,120.02,107.0,,
2023-01-04 05:00:00,109.11,114.59,107.52,113.64,180358575.0,,180358575.0,108.88,113.66,,
2023-01-05 05:00:00,110.51,111.75,107.1601,110.34,157927424.0,,157927424.0,112.5,110.35,,
2023-01-06 05:00:00,103.0,114.39,101.81,113.06,220874051.0,,220874051.0,107.69,113.68,,
2023-01-09 05:00:00,118.96,123.52,117.11,119.77,190283951.0,,190283951.0,114.03,119.55,,
2023-01-10 05:00:00,121.07,122.76,114.92,118.85,167603486.0,,167603486.0,120.6,118.66,,
2023-01-11 05:00:00,122.09,125.95,120.51,123.22,183810771.0,,183810771.0,118.63,123.19,,
2023-01-12 05:00:00,122.56,124.1311,117.0,123.56,169400913.0,,169400913.0,123.22,123.0,,
2023-01-13 05:00:00,116.55,122.63,115.6,122.4,180714119.0,,180714119.0,118.0,122.0299,,
2023-01-17 05:00:00,125.695,131.7,125.02,131.49,186476985.0,,186476985.0,122.0,131.3,,
2023-01-18 05:00:00,136.555,136.68,127.01,128.78,195526818.0,,195526818.0,132.16,126.72,,
2023-01-19 05:00:00,127.26,129.99,124.3082,127.17,170287880.0,,170287880.0,127.47,128.36,,
2023-01-20 05:00:00,128.68,133.51,127.3466,133.42,138858136.0,,138858136.0,128.36,133.85,,
2023-01-23 05:00:00,135.87,145.3793,134.27,143.75,202107061.0,,202107061.0,133.87,144.8,,
2023-01-24 05:00:00,143.0,146.5,141.1,143.89,158669331.0,,158669331.0,146.0,140.97,,
2023-01-25 05:00:00,141.905,146.41,138.07,144.43,192731847.0,,192731847.0,142.47,152.35,,
2023-01-26 05:00:00,159.965,161.42,154.76,160.27,234708790.0,,234708790.0,153.43,158.95,,
2023-01-27 05:00:00,162.43,180.68,161.17,177.9,306542013.0,,306542013.0,159.89,178.99,,
2023-01-30 05:00:00,178.05,179.77,166.5,166.66,230862447.0,,230862447.0,178.5,165.77,,
2023-01-31 05:00:00,164.57,174.3,162.78,173.22,196729941.0,,196729941.0,165.89,171.8205,,
2023-02-01 05:00:00,173.89,183.805,169.93,181.41,213761623.0,,213761623.0,173.22,184.33,,
2023-02-02 05:00:00,187.325,196.7501,182.61,188.27,217448287.0,,217448287.0,185.11,184.06,,
2023-02-03 05:00:00,183.95,199.0,183.69,189.98,232595013.0,,232595013.0,183.47,192.77,,
2023-02-06 05:00:00,193.01,198.17,189.92,194.76,186180031.0,,186180031.0,192.91,195.14,,
2023-02-07 05:00:00,196.43,197.5,189.55,196.81,185997767.0,,185997767.0,195.38,196.19,,
2023-02-08 05:00:00,196.1,203.0,194.31,201.29,180612134.0,,180612134.0,196.2,202.49,,
2023-02-09 05:00:00,207.775,214.0,204.77,207.32,215431442.0,,215431442.0,205.0,204.0,,
2023-02-10 05:00:00,202.225,206.2,192.89,196.89,204754129.0,,204754129.0,206.01,194.58,,
2023-02-13 05:00:00,194.415,196.3,187.61,194.64,172475452.0,,172475452.0,194.54,195.62,,
2023-02-14 05:00:00,191.94,209.82,189.44,209.25,216334008.0,,216334008.0,195.5,211.5,,
2023-02-15 05:00:00,211.755,214.66,206.11,214.24,182016181.0,,182016181.0,209.0,215.91,,
2023-02-16 05:00:00,210.78,217.65,201.84,202.04,229558338.0,,229558338.0,216.6,198.23,,
2023-02-17 05:00:00,199.985,208.44,197.5,208.31,213728549.0,,213728549.0,199.0,209.0,,
2023-02-21 05:00:00,204.99,209.71,197.22,197.37,179997088.0,,179997088.0,205.95,197.35,,
2023-02-22 05:00:00,197.93,201.99,191.78,200.86,191730657.0,,191730657.0,198.94,202.4,,
2023-02-23 05:00:00,203.91,205.14,196.33,202.07,146359950.0,,146359950.0,203.45,200.43,,
2023-02-24 05:00:00,196.325,197.6695,192.8,196.88,142221085.0,,142221085.0,198.1,196.48,,
2023-02-27 05:00:00,202.03,209.42,201.26,207.63,161026215.0,,161026215.0,198.0,209.09,,
2023-02-28 05:00:00,210.59,211.23,203.75,205.71,153140787.0,,153140787.0,208.08,204.7,,
2023-03-01 05:00:00,206.21,207.2,198.52,202.77,156837790.0,,156837790.0,207.66,191.3,,
