timestamp,open,high,low,close,volume
2023-12-04 05:00:00,145.25,145.35,142.81,144.84,48294244.0
2023-12-05 05:00:00,143.55,148.57,143.13,146.88,46822411.0
2023-12-06 05:00:00,147.58,147.85,144.28,144.52,39678960.0
2023-12-07 05:00:00,146.15,147.92,145.34,146.88,52334830.0
2023-12-08 05:00:00,145.48,147.84,145.4,147.42,41905965.0
2023-12-11 05:00:00,145.66,146.19,143.64,145.89,50899808.0
2023-12-12 05:00:00,145.52,147.5,145.3,147.48,44944264.0
2023-12-13 05:00:00,148.12,149.46,146.82,148.84,52766196.0
2023-12-14 05:00:00,149.93,150.54,145.52,147.42,58400848.0
2023-12-15 05:00:00,148.38,150.57,147.88,149.97,110072142.0
2023-12-18 05:00:00,150.56,154.855,150.05,154.07,62512828.0
2023-12-19 05:00:00,154.4,155.12,152.69,153.79,43171292.0
2023-12-20 05:00:00,152.9,155.63,151.56,152.12,50322106.0
2023-12-21 05:00:00,153.3,153.97,152.1,153.84,36305733.0
2023-12-22 05:00:00,153.77,154.35,152.71,153.42,29514093.0
2023-12-26 05:00:00,153.56,153.975,153.03,153.41,25067222.0
2023-12-27 05:00:00,153.56,154.78,153.12,153.34,31344733.0
2023-12-28 05:00:00,153.72,154.08,152.95,153.38,27057002.0
2023-12-29 05:00:00,153.1,153.89,151.03,151.94,39728704.0
2024-01-02 05:00:00,151.54,152.38,148.39,149.93,47314924.0
2024-01-03 05:00:00,149.2,151.05,148.33,148.47,49410095.0
2024-01-04 05:00:00,145.59,147.38,144.05,144.57,56039807.0
2024-01-05 05:00:00,144.69,146.59,144.53,145.24,45003147.0
2024-01-08 05:00:00,146.74,149.4,146.15,149.1,46757053.0
2024-01-09 05:00:00,148.33,151.71,148.21,151.37,43812567.0
2024-01-10 05:00:00,152.06,154.42,151.881,153.73,44421830.0
2024-01-11 05:00:00,155.04,157.17,153.12,155.18,49072691.0
2024-01-12 05:00:00,155.39,156.2,154.01,154.62,40455355.0
2024-01-16 05:00:00,153.53,154.99,152.15,153.16,41360986.0
2024-01-17 05:00:00,151.49,152.15,149.91,151.71,34953363.0
2024-01-18 05:00:00,152.77,153.775,151.82,153.5,37850245.0
2024-01-19 05:00:00,153.83,155.76,152.74,155.34,51621628.0
2024-01-22 05:00:00,156.89,157.05,153.9,154.78,43687468.0
2024-01-23 05:00:00,154.85,156.21,153.93,156.02,37986039.0
2024-01-24 05:00:00,157.8,158.51,156.48,156.87,48403865.0
2024-01-25 05:00:00,156.95,158.505,154.5501,157.75,43626052.0
2024-01-26 05:00:00,158.42,160.72,157.91,159.12,49312353.0
2024-01-29 05:00:00,159.34,161.29,158.9,161.26,45270385.0
2024-01-30 05:00:00,160.7,161.73,158.49,159.0,45198365.0
2024-01-31 05:00:00,157.0,159.01,154.81,155.2,50155866.0
