timestamp,open,high,low,close,volume,vwap,trades,pre_market,after_market,dividend,split
2022-05-04 04:00:00,159.67,166.48,159.26,166.02,108206503.0,,108206503.0,159.88,165.77,,
2022-05-05 04:00:00,163.85,164.08,154.95,156.77,130419230.0,,130419230.0,164.39,157.96,,
2022-05-06 04:00:00,156.01,159.44,154.18,157.28,115494647.0,,115494647.0,157.29,157.15,0.23,
2022-05-09 04:00:00,154.925,155.83,151.49,152.06,131577921.0,,131577921.0,155.26,152.75,,
2022-05-10 04:00:00,155.52,156.74,152.93,154.51,115366736.0,,115366736.0,153.52,154.5,,
2022-05-11 04:00:00,153.5,155.45,145.81,146.5,142547625.0,,142547625.0,155.28,146.67,,
2022-05-12 04:00:00,142.77,146.2,138.8,142.56,182408091.0,,182408091.0,146.59,143.9,,
2022-05-13 04:00:00,144.59,148.105,143.11,147.11,113990852.0,,113990852.0,144.5,147.28,,
2022-05-16 04:00:00,145.55,147.5199,144.18,145.54,86643781.0,,86643781.0,146.68,146.01,,
2022-05-17 04:00:00,148.86,149.77,146.68,149.24,78138254.0,,78138254.0,146.82,149.24,,
2022-05-18 04:00:00,146.85,147.3601,139.9,140.82,109742890.0,,109742890.0,148.79,140.2,,
2022-05-19 04:00:00,139.88,141.66,136.6,137.35,135863540.0,,135863540.0,140.18,138.3,,
2022-05-20 04:00:00,139.09,140.7,132.61,137.59,137392625.0,,137392625.0,139.02,137.56,,
2022-05-23 04:00:00,137.79,143.26,137.65,143.11,117726265.0,,117726265.0,138.75,141.19,,
2022-05-24 04:00:00,140.805,141.97,137.33,140.36,104132746.0,,104132746.0,140.69,141.6,,
2022-05-25 04:00:00,138.43,141.785,138.34,140.52,92482696.0,,92482696.0,141.19,139.93,,
2022-05-26 04:00:00,137.39,144.34,137.14,143.78,90601098.0,,90601098.0,140.53,144.14,,
2022-05-27 04:00:00,145.39,149.68,145.26,149.64,91425110.0,,91425110.0,143.99,150.0,,
2022-05-31 04:00:00,149.07,150.66,146.84,148.84,103718416.0,,103718416.0,150.0,149.5,,
2022-06-01 04:00:00,149.9,151.74,147.68,148.71,74286635.0,,74286635.0,148.95,148.01,,
2022-06-02 04:00:00,147.83,151.27,146.86,151.21,72348055.0,,72348055.0,148.57,151.55,,
2022-06-03 04:00:00,146.9,147.97,144.46,145.38,88570289.0,,88570289.0,150.7,145.2,,
2022-06-06 04:00:00,147.03,148.5689,144.9,146.14,71598380.0,,71598380.0,146.19,146.5,,
2022-06-07 04:00:00,144.345,149.0,144.1,148.71,67808150.0,,67808150.0,145.88,148.22,,
2022-06-08 04:00:00,148.58,149.8697,147.46,147.96,53950201.0,,53950201.0,147.85,147.92,,
2022-06-09 04:00:00,147.08,147.95,142.53,142.64,69472976.0,,69472976.0,147.8,143.0,,
2022-06-10 04:00:00,140.28,140.76,137.06,137.13,91566637.0,,91566637.0,143.03,137.37,,
2022-06-13 04:00:00,132.87,135.2,131.44,131.88,122128099.0,,122128099.0,134.98,132.4,,
